機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目
新北市私立松樹老人長期照顧中心(養護型),A10200179,A1,新北市,板橋區,新北市板橋區大觀路3段236號7樓之1,121.430557251,24.9920520782,B,喘息服務
新北市私立松永老人長期照顧中心(養護型),A10200128,A1,新北市,永和區,新北市永和區店街里中正路455號8樓、8樓之1、8樓之2、8樓之3、8樓之4、8樓之5、8樓之6,121.5168457031,25.0055294037,B,喘息服務
新北市私立桐心老人長期照顧中心(養護型),A10200006,A1,新北市,板橋區,新北市板橋區湳興里中正路302號2樓,121.4466247559,25.0350265503,B,喘息服務
新北市私立棠菓居家長照機構,1X0200128,1,新北市,板橋區,新北市板橋區中山路一段293之1號10樓之1(A09室),121.4706420898,25.0144062042,B,喘息服務;居家服務
新北市私立樂智居家長照機構,1X0200018,1,新北市,中和區,新北市中和區中正路1207號2樓之2,121.4800033569,25.0101394653,B,居家服務;喘息服務
新北市私立樂智居家長照機構-中和民生據點(醫事C),1X0200160,1,新北市,中和區,新北市中和區民生里5鄰民生街28巷2-1號1樓,121.4800033569,25.0101394653,B,喘息服務
新北市私立樂活社區長照機構,2X0200009,2,新北市,鶯歌區,新北市鶯歌區國際二路4巷3號1樓,121.3386154175,24.9733562469,B,家庭托顧服務
新北市私立樂福社區長照機構,2X0200011,2,新北市,鶯歌區,新北市鶯歌區西鶯里中山路142號2樓,121.3499526978,24.9571285248,B,喘息服務;日間照顧服務
新北市私立樂舒活居家長照機構,1X0200089,1,新北市,淡水區,新北市淡水區崁頂里新市二路一段106號1樓（含夾層）,121.4256515503,25.1961307526,B,居家服務;喘息服務
新北市私立樂齡居家長照機構,1X0200086,1,新北市,三重區,新北市三重區重新路三段105號3樓,121.4913024902,25.0599308014,B,喘息服務;居家服務
新北市私立永安居家長照機構,1X0200007,1,新北市,新店區,新北市新店區國豐里中正路399巷13號,121.5341110229,24.9768562317,A,個案管理服務
新北市私立永安居家長照機構,1X0200007,1,新北市,新店區,新北市新店區國豐里中正路399巷13號,121.5341110229,24.9768562317,B,居家服務;喘息服務
新北市私立永康居家長照機構,1X0200137,1,新北市,淡水區,新北市淡水區重建街186號1樓,121.4409179688,25.1742095947,B,喘息服務;居家服務
新北市私立永瑞老人長期照顧中心(養護型),A10200356,A1,新北市,新莊區,新北市新莊區化成里化成路354號,121.4659194946,25.0492477417,B,喘息服務
新北市私立永順老人養護中心,A10200005,A1,新北市,中和區,新北市中和區平河里建康路2號,121.4858169556,24.9999980927,B,喘息服務
新北市私立沐心老人長期照顧中心(養護型),A10200344,A1,新北市,三重區,新北市三重區中興里重新路五段635之2號1-3樓,121.467338562,25.0439090729,B,喘息服務
新北市私立添吉社區長照機構,2X0200019,2,新北市,板橋區,新北市板橋區五權里和平路31號、33號5樓,121.4600372314,24.9953937531,B,喘息服務;日間照顧服務
新北市私立清水居家長照機構,1X0200054,1,新北市,淡水區,新北市淡水區北新路184巷124-1號1樓,121.4401397705,25.1712684631,B,居家服務;喘息服務
新北市私立溫馨園老人長期照顧中心(養護型),A10200237,A1,新北市,鶯歌區,新北市鶯歌區建國路85號4樓,121.3530502319,24.9539718628,B,喘息服務
新北市私立溫馨居家長照機構,1X0200028,1,新北市,樹林區,新北市樹林區和平里中華路61號1樓,121.4233932495,24.9832019806,A,個案管理服務
新北市私立溫馨居家長照機構,1X0200028,1,新北市,樹林區,新北市樹林區和平里中華路61號1樓,121.4233932495,24.9832019806,B,居家服務;喘息服務
新北市私立潔翎居家長照機構,1X0200157,1,新北市,新店區,新北市新店區民權路153號4樓,121.534362793,24.9826583862,B,喘息服務;居家服務
新北市私立珍珍老人長期照顧中心(養護型),A10200342,A1,新北市,新莊區,新北市新莊區化成里化成路354號3樓,121.4659194946,25.0492477417,B,喘息服務
新北市私立璟濰居家長照機構,1X0200029,1,新北市,中和區,新北市中和區安平路40號1樓,121.5101089478,24.995267868,B,居家服務;喘息服務;專業照護服務
新北市私立璟馨居家式服務類長期照顧服務機構(醫事C),1X0200080,1,新北市,土城區,新北市土城區延吉里延吉街76號,121.4710235596,24.9866790771,C,巷弄長照站
新北市私立璟馨居家長照機構,1X0200005,1,新北市,土城區,新北市土城區延峯街24巷5號1樓,121.4687805176,24.9858112335,A,個案管理服務
新北市私立璟馨居家長照機構,1X0200005,1,新北市,土城區,新北市土城區延峯街24巷5號1樓,121.4687805176,24.9858112335,B,喘息服務;專業照護服務;居家服務
新北市私立璟馨居家長照機構-土城金城據點(醫事C),1X0200162,1,新北市,土城區,新北市土城區金城里明德路一段29巷16號,121.4655380249,24.9852848053,B,喘息服務
新北市私立百禾居家長照機構,1X0200073,1,新北市,板橋區,新北市板橋區四川路二段16巷10號9樓,121.4550323486,25.0033779144,B,居家服務;喘息服務
新北市私立皇佳老人長期照顧中心(養護型),A10200347,A1,新北市,中和區,新北市中和區中原里中山路二段562號,121.4830093384,25.005197525,B,喘息服務
新北市私立皇冠老人養護中心,A10200001,A1,新北市,新店區,新北市新店區明德里民權路60號4樓,121.5385818481,24.9830913544,B,喘息服務
新北市私立盛禾老人長期照顧中心(養護型),A10200245,A1,新北市,新莊區,新北市新莊區雙鳳路119號4樓,121.4136123657,25.0278682709,B,喘息服務
新北市私立真開欣社區長照機構,2X0200017,2,新北市,蘆洲區,新北市蘆洲區正義里永樂街2號2樓,121.4607772827,25.093082428,B,日間照顧服務;喘息服務
新北市私立碧辰社區長照機構,2X0200016,2,新北市,中和區,新北市中和區文元里新北市中和區連城路477巷6弄22號1樓,121.4824066162,24.9951972961,B,家庭托顧服務
新北市私立祐安老人長期照顧中心(養護型),A10200323,A1,新北市,三重區,新北市三重區自強路四段6、8號3樓,121.4902191162,25.0786361694,B,喘息服務
新北市私立福泰老人長期照顧中心(養護型),A10200111,A1,新北市,中和區,新北市中和區中山路2段371號4樓,121.4873657227,25.0045776367,B,喘息服務
新北市私立禾九居家長照機構,1X0200098,1,新北市,蘆洲區,新北市蘆洲區水河里民族路422巷53號2樓,121.4729232788,25.0940475464,B,居家服務;喘息服務
新北市私立禾安居家長照機構,1X0200024,1,新北市,板橋區,新北市板橋區柏翠里華江一路578號8樓,121.4735794067,25.0354099274,B,喘息服務;居家服務
新北市私立禾康居家長照機構,1X0200070,1,新北市,板橋區,新北市板橋區重慶路345號2樓,121.4641494751,24.9980621338,B,喘息服務;居家服務
新北市私立禾心居家長照機構,1X0200122,1,新北市,板橋區,新北市板橋區文化路一段178號3樓,121.4592437744,24.9786453247,B,喘息服務;居家服務
新北市私立禾順居家長照機構,1X0200064,1,新北市,蘆洲區,新北市蘆洲區正義里三民路581-1號3樓,121.4617233276,25.092754364,B,居家服務;喘息服務
新北市私立秀心居家長照機構,1X0200108,1,新北市,樹林區,新北市樹林區保安街2段24號3樓,121.4155578613,25.0017776489,B,居家服務;喘息服務
新北市私立秝豐居家長照機構,1X0200076,1,新北市,板橋區,新北市板橋區溪崑二街73巷11號1樓,121.4285430908,24.9898433685,B,喘息服務;居家服務
新北市私立秝達居家長照機構,1X0200143,1,新北市,板橋區,新北市板橋區新海路330號2樓,121.4604644775,25.0240898132,B,居家服務;專業照護服務;喘息服務
新北市私立立新居家長照機構,1X0200151,1,新北市,新莊區,新北市新莊區中原里新北大道四段179號16樓之5,121.4459152222,25.0583133698,B,喘息服務;居家服務
新北市私立立穎居家長照機構,1X0200020,1,新北市,中和區,新北市中和區立德街204號3樓,121.5117874146,24.9852313995,A,個案管理服務
新北市私立立穎居家長照機構,1X0200020,1,新北市,中和區,新北市中和區立德街204號3樓,121.5117874146,24.9852313995,B,喘息服務;居家服務;營養餐飲服務
新北市私立立穎居家長照機構-烏來忠治據點(醫事C),1X0200095,1,新北市,烏來區,新北市烏來區忠治里新烏路五段98號,121.5471801758,24.8658599854,B,喘息服務
新北市私立立穎居家長照機構-烏來忠治據點(醫事C),1X0200095,1,新北市,烏來區,新北市烏來區忠治里新烏路五段98號,121.5471801758,24.8658599854,C,巷弄長照站
新北市私立童心老人長期照顧中心(養護型),A10200141,A1,新北市,汐止區,新北市汐止區環河里南陽街90巷14號,121.622795105,25.0618877411,B,喘息服務
新北市私立美心居家長照機構,1X0200109,1,新北市,新莊區,新北市新莊區中原東路141號1、2樓,121.3928909302,24.9696216583,B,喘息服務;居家服務
新北市私立美樂社區長照機構,2X0200029,2,新北市,土城區,新北市土城區平和里延和路105巷7弄2號1樓,121.4671096802,24.9914608002,B,家庭托顧服務
新北市私立美麗家園老人長期照顧中心(養護型),A10200264,A1,新北市,汐止區,新北市汐止區興福里福德路38號7樓、7樓之1-7,121.6359100342,25.0668201447,B,喘息服務
新北市私立老吾老護理之家,A30200025,A3,新北市,新莊區,新北市新莊區新樹路315巷1號、1號2、3樓,121.4338150024,25.0192832947,B,喘息服務
新北市私立聯順居家式服務類長期照顧服務機構,1X0200003,1,新北市,板橋區,新北市板橋區永安里萬板路186號1樓,121.4761886597,25.0237064362,A,個案管理服務
新北市私立聯順居家式服務類長期照顧服務機構-景福里巷弄長照(醫事C),B10200083,B1,新北市,中和區,新北市中和區景福里捷運路109號1樓,121.5078277588,24.9901046753,C,巷弄長照站
新北市私立聯順居家式服務類長期照顧服務機構-永安里巷弄長照站(醫事C),B10200081,B1,新北市,板橋區,新北市板橋區永安里萬板路186號1樓,121.4761886597,25.0237064362,C,巷弄長照站
新北市私立聯順居家式服務類長期照顧服務機構-漢生里巷弄長照站(醫事C),B10200082,B1,新北市,板橋區,新北市板橋區漢生里文化路一段45巷1弄1號,121.4603729248,25.0137004852,C,巷弄長照站
新北市私立至傑護理之家,A30200007,A3,新北市,板橋區,新北市板橋區和平路14巷9號1-2樓、9之1號1樓,121.461517334,24.9928741455,B,喘息服務
新北市私立芸安居家長照機構,1X0200120,1,新北市,樹林區,新北市樹林區八德街652號1樓(含夾層),121.3965377808,24.9692935944,B,喘息服務;居家服務
新北市私立莊敬老人長期照顧中心(養護型),A10200355,A1,新北市,新店區,新北市新店區明德里中正路521巷1號、3號3樓,121.5334854126,24.9852390289,B,喘息服務
新北市私立萬眾居家長照機構,1X0200008,1,新北市,三重區,新北市三重區福德南路41號7樓,121.5029067993,25.0620708466,A,個案管理服務
新北市私立萬眾居家長照機構,1X0200008,1,新北市,三重區,新北市三重區福德南路41號7樓,121.5029067993,25.0620708466,B,居家服務;喘息服務
新北市私立蓮愛老人養護中心,A10200074,A1,新北市,三重區,新北市三重區溪尾街41號2樓,121.4914398193,25.0765132904,B,喘息服務
新北市私立蕙心居家式服務類長期照顧服務機構,1X0200012,1,新北市,蘆洲區,新北市蘆洲區民權路174巷14號3樓,121.4724655151,25.0904884338,B,居家服務;喘息服務
新北市私立衡安老人長期照顧中心(養護型),A10200309,A1,新北市,三峽區,新北市三峽區永舘里文化路59號7樓-1、8樓-2,121.3721466064,24.9360809326,B,喘息服務
新北市私立衡安護理之家,A30200042,A3,新北市,三峽區,新北市三峽區文化路59號5樓之1、6樓之1、6樓之2、7樓之1,121.3722763062,24.9359111786,B,喘息服務
新北市私立親齡居家長照機構,1X0200056,1,新北市,三芝區,新北市三芝區埔頭里長安街53巷6號1樓,121.501083374,25.2564640045,B,居家服務;喘息服務
新北市私立諭安居家長照機構,1X0200063,1,新北市,新莊區,新北市新莊區中原里中信街176號12樓之7,121.4481201172,25.0574131012,B,喘息服務;居家服務
新北市私立護老安心居家長照機構,1X0200117,1,新北市,新莊區,新北市新莊區中隆里中華路二段147號2樓,121.4594497681,25.060251236,B,居家服務;喘息服務
新北市私立迦勒老人長期照顧中心(養護型),A10200322,A1,新北市,土城區,新北市土城區延壽路9號,121.4713287354,24.9903087616,B,喘息服務
新北市私立迦蜜老人長期照顧中心(養護型),A10200174,A1,新北市,板橋區,新北市板橋區廣權路10號2、3樓,121.4609375,24.9912586212,B,喘息服務
新北市私立逢源老人長期照顧中心(養護型),A10200124,A1,新北市,中和區,新北市中和區中山路2段327巷9號3樓,121.493598938,25.0009822845,B,喘息服務
新北市私立連城老人長期照顧中心(養護型),A10200324,A1,新北市,中和區,新北市中和區板南路337號4樓,121.493850708,24.9981784821,B,喘息服務
新北市私立連旺老人長期照顧中心(養護型),A10200160,A1,新北市,板橋區,新北市板橋區中山路1段311號、313號、315之1號,121.484085083,25.0220222473,B,喘息服務
新北市私立達霖居家長照機構,1X0200096,1,新北市,板橋區,新北市板橋區篤行路三段18號2樓,121.4287185669,24.987323761,B,喘息服務;居家服務
新北市私立醒吾高級中學,BF0200057,BF,新北市,林口區,新北市林口區東林里東林里粉寮路1段75巷80號,121.3972396851,25.0790691376,C,巷弄長照站
新北市私立金安心居家長照機構,1X0200066,1,新北市,永和區,新北市永和區永和路1段2號9樓之1,121.485244751,25.001159668,A,個案管理服務
新北市私立金安心居家長照機構,1X0200066,1,新北市,永和區,新北市永和區永和路1段2號9樓之1,121.485244751,25.001159668,B,居家服務;喘息服務
新北市私立金田居家長照機構,1X0200075,1,新北市,深坑區,新北市深坑區埔新街95巷5號1樓,121.6195526123,25.0017261505,B,居家服務;喘息服務
新北市私立金順居家長照機構,1X0200045,1,新北市,三重區,新北市三重區仁德里安慶街120號,121.4980392456,25.0624084473,A,個案管理服務
新北市私立金順居家長照機構,1X0200045,1,新北市,三重區,新北市三重區仁德里安慶街120號,121.4980392456,25.0624084473,B,專業照護服務;居家服務;喘息服務
新北市私立銀享家園老人長期照顧中心(養護型),A10200284,A1,新北市,土城區,"新北市土城區日新里日新街33巷8號1,2樓",121.4426651001,24.987537384,B,喘息服務
新北市私立銀享樂園老人長期照顧中心(養護型),A10200280,A1,新北市,土城區,新北市土城區日新里日新街33巷8號3-4樓,121.4426651001,24.987537384,B,喘息服務
新北市私立銀光親心社區長照機構,2X0200031,2,新北市,新店區,新北市新店區寶興里文化路80巷11號1樓,121.5448303223,24.9814319611,B,家庭托顧服務
新北市私立銨芯居家長照機構,1X0200152,1,新北市,鶯歌區,新北市鶯歌區中山路143號1樓,121.349105835,24.9569149017,B,居家服務;喘息服務
新北市私立長仁居家長照機構,1X0200158,1,新北市,新莊區,新北市新莊區中德路39號6樓,121.4507293701,25.057888031,B,喘息服務;居家服務
新北市私立長勤老人長期照顧中心(養護型),A10200325,A1,新北市,三芝區,新北市三芝區長勤街63號,121.4998626709,25.2559719086,B,喘息服務
新北市私立長恩老人長期照顧中心(養護型),A10200319,A1,新北市,新莊區,新北市新莊區海山里中正路387、389、393號4樓,121.4642944336,25.0405483246,B,喘息服務
新北市私立闔樂老人長期照顧中心(養護型),A10200294,A1,新北市,中和區,新北市中和區中山路二段327巷1號號2樓,121.4934005737,25.0015621185,B,喘息服務
新北市私立陽光居家長照機構,1X0200113,1,新北市,中和區,新北市中和區安樂路18-1號7樓,121.5118408203,24.9921112061,B,喘息服務;居家服務
新北市私立雙和老人長期照顧中心(養護型),A10200105,A1,新北市,中和區,新北市中和區福和里中山路2段133號2樓,121.5022583008,25.00299263,B,喘息服務
新北市私立風鈴玫園社區長照機構,2X0200028,2,新北市,三重區,新北市三重區光明里重安街53巷9號1樓,121.4913787842,25.0562839508,B,家庭托顧服務
新北市私立馨中居家長照機構,1X0200133,1,新北市,鶯歌區,新北市鶯歌區信義街54號1樓,121.3532485962,24.9551773071,B,居家服務;喘息服務
新北市私立馨樂居家長照機構,1X0200118,1,新北市,鶯歌區,新北市鶯歌區重慶街42號2樓,121.3500366211,24.9520721436,B,居家服務;喘息服務
新北市私立鴻祥老人長期照顧中心(養護型),A10200172,A1,新北市,板橋區,新北市板橋區四川路2段16巷9號8樓,121.455619812,24.9970722198,B,喘息服務
新北市立聯合醫院,B20200006,B2,新北市,三重區,新北市三重區中山里新北大道一段3號,121.4906845093,25.0607795715,A,個案管理服務
新北市立聯合醫院,B20200006,B2,新北市,三重區,新北市三重區中山里新北大道一段3號,121.4906845093,25.0607795715,B,喘息服務;專業照護服務(CC01);專業照護服務;居家失能個案家庭醫師照護服務
新北市立聯合醫院-三重重陽據點(醫事C),B20200082,B2,新北市,三重區,新北市三重區重陽里明志街112、114號,121.4904251099,25.063583374,B,喘息服務
新北市立聯合醫院-三重重陽據點(醫事C),B20200082,B2,新北市,三重區,新北市三重區重陽里明志街112、114號,121.4904251099,25.063583374,C,巷弄長照站
新北市立聯合醫院附設居家護理所,B10200020,B1,新北市,三重區,新北市三重區新北大道一段3號5樓,121.4576721191,25.0235824585,B,專業照護服務
新北市立聯合醫院附設護理之家,A30200028,A3,新北市,板橋區,新北市板橋區英士路198號5樓,121.4576721191,25.0235824585,B,喘息服務
新北市耆光協會(社照C),BF0200112,BF,新北市,板橋區,新北市板橋區港嘴里文聖街227號1樓,121.4804992676,25.025718689,C,巷弄長照站
新北市華福關懷協會(社照C),BF0200123,BF,新北市,板橋區,新北市板橋區華福里大華街居安巷31號,121.4579162598,25.0050182343,C,巷弄長照站
新北市萬里區衛生所,B20200062,B2,新北市,萬里區,新北市萬里區瑪鋉路157號,121.6897125244,25.1783313751,A,個案管理服務
新北市萬里區衛生所,B20200062,B2,新北市,萬里區,新北市萬里區瑪鋉路157號,121.6897125244,25.1783313751,B,喘息服務;居家失能個案家庭醫師照護服務
新北市萬里區衛生所-萬里據點(醫事C),B20200196,B2,新北市,萬里區,新北市萬里區萬里里瑪鍊路157號2樓,121.6897125244,25.1783313751,B,喘息服務
新北市萬里區衛生所-萬里據點(醫事C),B20200196,B2,新北市,萬里區,新北市萬里區萬里里瑪鍊路157號2樓,121.6897125244,25.1783313751,C,巷弄長照站
新北市蘆洲區仁復社區發展協會,BG0200074,BG,新北市,蘆洲區,新北市蘆洲區仁復里中山二路36巷7號,121.4743270874,25.0826435089,C,巷弄長照站
新北市蘆洲區仁義里辦公處(社照C),BG0200040,BG,新北市,蘆洲區,新北市蘆洲區仁義里集賢路245號7樓,121.4816665649,25.0846862793,C,巷弄長照站
新北市蘆洲區信義里辦公處(社照C),BG0200042,BG,新北市,蘆洲區,新北市蘆洲區信義里民族路167巷10號,121.4784622192,25.0883483887,C,巷弄長照站
新北市蘆洲區光明里辦公處(社照C),BG0200027,BG,新北市,蘆洲區,新北市蘆洲區中原里9鄰中正路241號3樓,121.4678268433,25.0867271423,C,巷弄長照站
新北市蘆洲區愛心關懷協會(永安站)(社照C),BF0200221,BF,新北市,蘆洲區,新北市蘆洲區延平里永安南路二段134號,121.4625854492,25.0785884857,C,巷弄長照站
新北市蘆洲區民和里辦公處(社照C),BG0200082,BG,新北市,蘆洲區,新北市蘆洲區民和里信義路30巷100號1、2樓,121.4749450684,25.0773239136,C,巷弄長照站
新北市蘆洲區永安里辦公處(社照C),BG0200041,BG,新北市,蘆洲區,新北市蘆洲區永安里永安南路二段16巷9號1樓,121.4677200317,25.0775108337,C,巷弄長照站
新北市蘆洲區永樂里辦公處(社照C),BF0200247,BF,新北市,蘆洲區,新北市蘆洲區永樂里永樂街38巷57弄30號,121.4571609497,25.0912303925,C,巷弄長照站
新北市蘆洲區福祿壽協會(社照C),BF0200084,BF,新北市,蘆洲區,新北市蘆洲區南港里永平街32巷69弄5號3樓,121.4597244263,25.0932731628,C,巷弄長照站
新北市蘆洲區衛生所,B20200115,B2,新北市,蘆洲區,新北市蘆洲區中央路58號,121.4732666016,25.0839443207,B,居家失能個案家庭醫師照護服務
新北市蘆洲區長安里辦公處,BG0200073,BG,新北市,蘆洲區,新北市蘆洲區忠義里長安街96號4樓,121.4619369507,25.0807323456,C,巷弄長照站
新北市豐樂藝術文化愛心關懷協會(社照C),BF0200187,BF,新北市,土城區,新北市土城區明德里學士路100號,121.4501876831,24.9798526764,C,巷弄長照站
新北市貢寮區守望相助協會(社照C),BF0200294,BF,新北市,貢寮區,新北市貢寮區仁里里仁和路106巷5號,121.9245986938,25.0512657166,C,巷弄長照站
新北市貢寮區衛生所,B20200017,B2,新北市,貢寮區,新北市貢寮區真理里仁愛路128號,121.927520752,25.0549755096,A,個案管理服務
新北市貢寮區衛生所,B20200017,B2,新北市,貢寮區,新北市貢寮區真理里仁愛路128號,121.927520752,25.0549755096,B,居家失能個案家庭醫師照護服務;交通接送服務
新北市貢寮區衛生所(醫事C),B20200240,B2,新北市,貢寮區,新北市貢寮區和美里和美街35-2號,121.9127120972,25.0840778351,C,巷弄長照站
新北市貢寮區衛生所附設物理治療所,B40200030,B4,新北市,貢寮區,新北市貢寮區仁愛路128號3樓,121.9275741577,25.0549545288,B,專業照護服務
新北市貢寮區雙玉社區發展協會(社照C),BE0200074,BE,新北市,貢寮區,新北市貢寮區雙玉里田寮洋街12-2號,121.9224777222,25.0257263184,C,巷弄長照站
新北市運動樂活促進會,BG0200056,BG,新北市,三重區,新北市三重區五華里五華街71巷86號,121.4941482544,25.0843048096,C,巷弄長照站
新北市金山區兩湖里辦公處(社照C),BF0200216,BF,新北市,金山區,新北市金山區兩湖里倒照湖6鄰33-2號,121.591217041,25.2376594543,C,巷弄長照站
新北市金山區六三社區發展協會(社照C),BF0200218,BF,新北市,金山區,新北市金山區三界里三界壇路101之1號,121.6207122803,25.2300930023,C,巷弄長照站
新北市金山區六股里辦公處(社照C),BF0200217,BF,新北市,金山區,新北市金山區六股里頂六股6鄰3號,121.6144714355,25.2231712341,C,巷弄長照站
新北市金山區磺港里辦公處(社照C),BF0200215,BF,新北市,金山區,新北市金山區磺港里磺港路171-1號1樓,121.6439666748,25.2241535187,C,巷弄長照站
新北市金山區美田社區發展協會(社照C),BF0200214,BF,新北市,金山區,新北市金山區美田里中山路236號2樓,121.6361541748,25.2233924866,C,巷弄長照站
新北市金山區萬壽社區發展協會,BF0200272,BF,新北市,金山區,新北市金山區萬壽里海興路116號,121.6318359375,25.2381877899,C,巷弄長照站
新北市金山區衛生所,B20200022,B2,新北市,金山區,新北市金山區民生路59號,121.6411514282,25.2206497192,A,個案管理服務
新北市金山區衛生所,B20200022,B2,新北市,金山區,新北市金山區民生路59號,121.6411514282,25.2206497192,B,居家失能個案家庭醫師照護服務
新北市銀光志工協會(東安站)(社照C),BF0200235,BF,新北市,板橋區,新北市板橋區海山里漢生東路313巷2弄22號1樓,121.472366333,25.0077800751,C,巷弄長照站
新北市關懷社會福利服務協會(社照C),BF0200195,BF,新北市,板橋區,新北市板橋區滿翠里民生路3段270之1號1樓,121.4636611938,25.0290126801,C,巷弄長照站
新北市陽春麵里長銀髮婦幼發展協會(社照C),BF0200268,BF,新北市,樹林區,新北市樹林區山佳里新興街3-3號1樓,121.4008102417,24.9740428925,C,巷弄長照站
新北市雙溪區中正社區發展協會(社照C),BF0200193,BF,新北市,雙溪區,新北市雙溪區牡丹里中正路64號,121.8514862061,25.0609912872,C,巷弄長照站
新北市雙溪區平林里辦公處(社照C),BG0200050,BG,新北市,雙溪區,新北市雙溪區平林里外平林17號,121.8571243286,25.0379829407,C,巷弄長照站
新北市雙溪區牡丹社區發展協會(社照C),BF0200194,BF,新北市,雙溪區,新北市雙溪區牡丹里下坑36號,121.8499603271,25.056848526,C,巷弄長照站
新北市雙溪區衛生所,B20200007,B2,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567139,25.0379886627,A,個案管理服務
新北市雙溪區衛生所,B20200007,B2,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567139,25.0379886627,B,居家失能個案家庭醫師照護服務;交通接送服務
新北市雙溪區衛生所,B20200007,B2,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567139,25.0379886627,C,巷弄長照站
新北市雙溪區衛生所附設物理治療所,B40200024,B4,新北市,雙溪區,新北市雙溪區新基南街18號2樓,121.8664474487,25.0379161835,B,專業照護服務(CC01)
新北市雙溪區長源社區發展協會(社照C),BG0200046,BG,新北市,雙溪區,新北市雙溪區長源里柑腳19號,121.8049087524,25.014591217,C,巷弄長照站
新北市雲彩全人關懷協會(三峽站)(社照C),BF0200255,BF,新北市,三峽區,新北市三峽區永舘里復興路31號,121.3735351562,24.9363765717,C,巷弄長照站
新北市香柏樹樂齡關懷協會(社照C),BF0200292,BF,新北市,三重區,新北市三重區永德里自強路三段42巷11號1樓,121.4859695435,25.0726394653,C,巷弄長照站
新北市鶯歌區大湖社區發展協會(社照C),BF0200134,BF,新北市,鶯歌區,新北市鶯歌區大湖里國際二路68號,121.3350982666,24.9762477875,C,巷弄長照站
新北市鶯歌區建德社區發展協會(社照C),BF0200042,BF,新北市,鶯歌區,新北市鶯歌區建德里中正一路建德巷22號,121.3647079468,24.9573135376,C,巷弄長照站
新北市鶯歌區永吉社區發展協會(社照C),BF0200105,BF,新北市,鶯歌區,新北市鶯歌區德昌街3巷1號之1,121.332321167,24.9599552155,C,巷弄長照站
新北市鶯歌區永昌社區發展協會(社照C),BF0200041,BF,新北市,鶯歌區,新北市鶯歌區永昌里永昌街36-1號,121.3426589966,24.950088501,C,巷弄長照站
新北市鶯歌區衛生所,B20200171,B2,新北市,鶯歌區,新北市鶯歌區文化路389號,121.3524627686,24.9505653381,B,居家失能個案家庭醫師照護服務
新北市龍馬湖發展協進會(社照C),BF0200131,BF,新北市,汐止區,新北市汐止區忠山里忠山街8號,121.6244125366,25.0783557892,C,巷弄長照站
新印象居家職能治療所,B50200008,B5,新北市,新店區,新北市新店區安德街85號2樓(B室),121.5095748901,24.9609375,B,專業照護服務(CC01);專業照護服務
新店區中山里辦公處(社照C),BG0200028,BG,新北市,新店區,新北市新店區中山里溪園路361號1F,121.5233688354,24.9808616638,C,巷弄長照站
新店必談語言治療所,B70200011,B7,新北市,新店區,新北市新店區文化路75巷7號1樓,121.5448608398,24.9829769135,B,專業照護服務
旅北都蘭部落文化藝術團-新北市三峽區三鶯文化健站(原住C),BF0200076,BF,新北市,三峽區,新北市三峽區龍學里隆恩街158巷3弄50號,121.365562439,24.9457302094,B,喘息服務
旅北都蘭部落文化藝術團-新北市三峽區三鶯文化健站(原住C),BF0200076,BF,新北市,三峽區,新北市三峽區龍學里隆恩街158巷3弄50號,121.365562439,24.9457302094,C,巷弄長照站
日日好日社會企業有限公司附設新北市私立時時好時社區長照機構,2V0200009,2,新北市,蘆洲區,新北市蘆洲區長樂路93號2樓,121.4624099731,25.0871315002,B,日間照顧服務;喘息服務
日馨居服實業有限公司附設新北市私立日馨居家長照機構,1R0200070,1,新北市,中和區,新北市中和區捷運路8-21號12樓,121.5104141235,24.9897651672,B,居家服務;喘息服務
昀心居家物理治療所,B40200023,B4,新北市,中和區,新北市中和區中正路65巷2弄8號2樓,121.5009918213,24.9931411743,B,專業照護服務(CC01);專業照護服務
昌明耳鼻喉科診所,B20200263,B2,新北市,新莊區,新北市新莊區昌明街80號1樓,121.4550247192,25.0523605347,B,居家失能個案家庭醫師照護服務
明倉健康事業股份有限公司附設新北市私立恩倉居家長照機構,1V0200115,1,新北市,林口區,新北市林口區湖南里仁愛路二段502號13樓之3(1306D室),121.3754348755,25.0764636993,B,喘息服務;居家服務
明倉健康事業股份有限公司附設新北市私立明倉居家長照機構,1R0200056,1,新北市,林口區,新北市林口區麗林里忠孝路376巷53號1樓,121.3683395386,25.0703430176,B,喘息服務;專業照護服務;居家服務
明新幫老人服務事業股份有限公司附設新北市私立明新幫居家長照機構,1V0200056,1,新北市,新莊區,新北市新莊區中原里中信街176號24樓之3,121.4479064941,25.0576324463,B,居家服務;喘息服務
明智銀髮股份有限公司附設新北市私立明志居家長照機構,1R0200030,1,新北市,三重區,新北市三重區中正北路15號4樓F室,121.4249038696,25.0414543152,B,喘息服務;居家服務
明曜長期照護有限公司附設新北市私立明曜居家長照機構,1V0200073,1,新北市,新莊區,新北市新莊區信義里思源路331號8樓之2,121.4596099854,25.0497398376,B,居家服務;專業照護服務;喘息服務
春暖居家護理所,B10200001,B1,新北市,汐止區,新北市汐止區保長里大同路二段458號2樓,121.6835861206,25.0731182098,B,專業照護服務
